SECTION E,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count
,114412375,04h22m43.6s +38d46m29s,0.44,0.722,0.186,Collapse,X-Ray / Gamma,SINGULARITY,,,,869220736,01h58m38.7s -09d57m29s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,154448,05h19m19.8s +03d24m17s,1.39,0.9999,0.306,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,549666,20h56m35.5s -38d08m46s,1.4,0.9999,0.309,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,225886,13h09m50.7s +28d02m21s,1.4,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,532826,10h33m31.0s +38d45m59s,4.17,0.9999,0.918,Fuel,UV / Lyman,HYDROGEN,,,516154,13h24m54.5s -15d05m10s,1.53,0.9999,0.336,Stable,V-Band (Green),MAGNESIUM,,,456254,10h54m33.4s +18d40m02s,1.32,0.9999,0.29,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,658144,18h47m19.6s -14d55m41s,1.34,0.9999,0.296,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,766639,18h57m15.1s -04d00m33s,1.45,0.9999,0.319,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,134479264,04h22m15.7s +50d45m06s,0.57,0.8028,0.193,Collapse,X-Ray / Gamma,SINGULARITY,,,,872565217,13h44m22.4s -31d49m57s,1.48,0.9999,0.325,Stable,V-Band (Green),MAGNESIUM,,,155452,05h16m26.6s +16d53m25s,1.62,0.9999,0.357,Stable,V-Band (Green),MAGNESIUM,,,551338,15h12m02.1s -16d48m08s,1.39,0.9999,0.306,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,227224,03h58m24.1s +26d29m53s,1.56,0.9999,0.343,Stable,V-Band (Green),MAGNESIUM,,,543528,13h52m42.3s +16d37m49s,1.3,0.9999,0.286,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,517659,15h56m57.7s -11d26m09s,1.3,0.9999,0.286,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,459766,07h16m10.7s +27d25m01s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,664833,23h30m06.7s -01d23m21s,1.34,0.9999,0.295,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,776672,08h50m50.7s +00d52m09s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,194679933,05h26m29.2s +56d43m35s,0.33,0.7283,0.136,Collapse,X-Ray / Gamma,SINGULARITY,,,,875909699,01h34m49.0s -27d21m52s,0.92,0.8508,0.279,Collapse,X-Ray / Gamma,SINGULARITY,,,155953,04h57m18.3s +10d16m54s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,553010,15h40m20.9s -16d17m51s,0.5,0.6954,0.227,Collapse,X-Ray / Gamma,SINGULARITY,,,229900,08h20m11.9s +21d55m56s,1.32,0.9999,0.289,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,546204,18h59m11.4s +14d37m53s,1.21,0.9999,0.266,Forming,K-Band (IR),PROTO-MATTER,,,522174,01h26m43.0s -38d13m31s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,460936,14h30m52.9s +21d30m12s,3.52,0.9999,0.774,Life-Stable,B-Band (Blue),HELIUM/CARBON,,,666505,18h29m52.0s -10d22m17s,1.19,0.9999,0.263,Forming,K-Band (IR),PROTO-MATTER,,,778679,08h14m01.9s -26d21m10s,1.4,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,198860535,14h42m54.1s +59d40m33s,0.58,0.679,0.278,Collapse,X-Ray / Gamma,SINGULARITY,,,,879254181,17h24m29.0s -06d02m24s,1.43,0.9999,0.315,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,156455,04h27m53.2s +33d51m57s,1.34,0.9999,0.295,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,563043,05h44m05.7s -13d53m47s,1.39,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,231237,10h34m15.7s +19d05m43s,1.58,0.8819,0.447,Collapse,X-Ray / Gamma,SINGULARITY,,,548880,18h44m36.4s +15d17m51s,1.31,0.9999,0.287,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,528194,21h58m34.4s -18d17m39s,1.27,0.9999,0.28,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,462107,17h40m12.2s +13d17m24s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,673194,00h41m32.7s -25d35m12s,1.34,0.9999,0.295,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,782692,02h51m52.9s -26d33m39s,1.29,0.9999,0.285,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,223944147,23h12m48.6s +31d41m50s,0.31,0.639,0.169,Collapse,X-Ray / Gamma,SINGULARITY,,,,882598662,13h36m52.6s -13d51m33s,1.39,0.9999,0.306,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,158462,01h25m14.3s +05d44m04s,0.81,0.8657,0.237,Collapse,X-Ray / Gamma,SINGULARITY,,,566388,21h31m45.7s -39d25m55s,1.31,0.9999,0.288,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,231906,06h31m18.3s +12d38m08s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,550217,14h21m22.5s +16d37m21s,1.44,0.9999,0.317,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,531204,20h24m02.7s -38d41m31s,1.29,0.9999,0.283,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,463278,11h12m56.7s +05d39m41s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,676538,20h21m13.0s +00d33m23s,1.45,0.9999,0.319,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,784699,02h26m16.0s +00d29m33s,0.64,0.9999,0.14,Ghost,Radio / CMB,DARK MATTER,
,,,,,,,,,,,,885943144,10h42m18.1s -34d06m26s,1.28,0.9999,0.282,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,160468,22h32m31.7s +28d40m59s,1.37,0.9999,0.301,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,568060,00h35m32.3s -23d33m05s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,233913,07h34m54.5s +12d54m40s,2.3,0.9999,0.507,Life-Stable,B-Band (Blue),HELIUM/CARBON,,,554231,12h09m38.1s +23d50m54s,1.2,0.8549,0.361,Collapse,X-Ray / Gamma,SINGULARITY,,,538729,10h11m05.0s -30d04m17s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,466789,19h20m01.5s +07d00m38s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,679883,06h18m17.8s -30d08m58s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,790719,14h33m55.7s -12d44m11s,0.62,0.9068,0.165,Ghost,Radio / CMB,DARK MATTER,
,,,,,,,,,,,,889287625,04h22m40.0s -23d04m57s,0.85,0.8593,0.252,Collapse,X-Ray / Gamma,SINGULARITY,,,161973,21h55m33.0s +13d07m35s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,571405,08h29m18.4s -33d44m47s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,237258,18h21m35.8s +24d36m34s,0.75,0.9999,0.164,Ghost,Radio / CMB,DARK MATTER,,,559582,21h56m05.0s +36d48m40s,1.17,0.9999,0.258,Forming,K-Band (IR),PROTO-MATTER,,,543244,07h22m40.7s -20d14m57s,0.65,0.676,0.313,Collapse,X-Ray / Gamma,SINGULARITY,,,472642,13h56m51.8s +24d50m25s,1.23,0.9999,0.271,Forming,K-Band (IR),PROTO-MATTER,,,681555,23h54m42.8s -06d56m60s,1.44,0.9999,0.317,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,792726,17h00m25.1s -16d56m54s,3.76,0.7106,1.636,Collapse,X-Ray / Gamma,SINGULARITY,
,,,,,,,,,,,,892632107,17h20m23.8s -04d25m05s,0.7,0.9999,0.154,Ghost,Radio / CMB,DARK MATTER,,,164983,02h17m16.9s +07d43m32s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,573077,02h27m11.1s -34d20m02s,1.21,0.9355,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,238595,09h24m46.5s +26d58m12s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,560920,16h49m36.6s +39d43m27s,1.31,0.9999,0.287,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,546254,04h07m46.5s -14d19m14s,0.91,0.9999,0.201,Forming,K-Band (IR),PROTO-MATTER,,,473813,16h42m56.5s +17d00m42s,1.36,0.9999,0.299,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,683227,21h58m33.3s -03d05m28s,1.32,0.9999,0.29,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,796739,13h30m26.9s -24d34m16s,1.79,0.9999,0.394,High-Tension,B/V (Violet),CALCIUM,
,,,,,,,,,,,,899321070,18h18m16.6s -35d01m40s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,165485,03h35m00.4s +35d15m44s,0.93,0.9999,0.205,Forming,K-Band (IR),PROTO-MATTER,,,581438,04h31m32.5s -13d01m54s,1.33,0.9999,0.293,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,240602,12h34m43.4s +00d39m44s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,571622,07h55m00.5s +42d15m35s,1.36,0.9999,0.3,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,547759,04h36m25.6s -27d59m17s,1.41,0.9999,0.311,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,474983,00h25m05.9s +08d27m29s,0.8,0.9999,0.176,Ghost,Radio / CMB,DARK MATTER,,,684900,05h21m18.4s -28d26m18s,1.33,0.9999,0.293,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,808779,01h09m58.8s -17d30m31s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,,,,,,,,,,,,902665552,12h59m17.4s -18d20m45s,0.99,0.8666,0.29,Collapse,X-Ray / Gamma,SINGULARITY,,,165987,04h57m14.7s +04d58m46s,1.32,0.9999,0.29,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,583110,09h59m27.1s -36d46m17s,0.72,0.9999,0.159,Ghost,Radio / CMB,DARK MATTER,,,241940,21h32m45.4s +00d18m44s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,572960,22h57m37.6s +39d42m16s,1.3,0.9999,0.285,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,555284,18h44m04.2s -12d35m32s,0.97,0.7559,0.374,Collapse,X-Ray / Gamma,SINGULARITY,,,480836,22h53m36.2s +20d06m05s,0.85,0.7152,0.364,Collapse,X-Ray / Gamma,SINGULARITY,,,688244,06h08m23.8s +01d31m36s,0.73,0.9999,0.16,Ghost,Radio / CMB,DARK MATTER,,,816806,18h13m34.0s +00d06m52s,1.37,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,,,,,,,,,,,,906010033,10h23m06.9s -04d13m50s,1.78,0.9999,0.391,High-Tension,B/V (Violet),CALCIUM,,,166990,07h44m53.2s +25d44m02s,1.31,0.9999,0.289,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,584783,16h40m47.6s -31d13m22s,0.92,0.9999,0.202,Forming,K-Band (IR),PROTO-MATTER,,,242609,17h41m59.0s +30d46m33s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,578311,11h24m58.8s +26d28m39s,0.76,0.9999,0.167,Ghost,Radio / CMB,DARK MATTER,,,558294,16h54m52.1s -37d55m23s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,482007,17h48m03.6s +27d12m50s,1.29,0.9999,0.284,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,691589,05h43m14.4s -28d57m12s,1.3,0.9999,0.287,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,822826,06h51m17.9s -27d32m37s,1.4,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,,,,,,,,,,,,939454849,22h44m15.9s -29d07m02s,1.45,0.9999,0.318,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,167492,09h04m59.0s +03d40m37s,0.53,0.8009,0.18,Collapse,X-Ray / Gamma,SINGULARITY,,,589799,10h44m00.8s -39d17m50s,1.34,0.9999,0.294,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,243278,11h35m52.7s +00d37m14s,1.34,0.9999,0.296,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,580987,11h07m02.9s +20d05m12s,1.33,0.9999,0.293,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,559799,14h35m09.3s -37d29m13s,1.33,0.9999,0.292,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,483177,00h01m41.5s +30d06m03s,1.42,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,693261,13h33m38.7s -03d21m41s,1.4,0.9999,0.309,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,826839,08h31m23.5s -22d03m07s,1.39,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,,,,,,,,,,,,952832776,01h23m09.0s -24d46m39s,1.28,0.9968,0.283,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,Sync & Pull Matches,,,,,,,,,,,601505,19h53m46.8s -37d42m12s,1.81,0.9999,0.398,High-Tension,B/V (Violet),CALCIUM,,,247291,18h35m07.8s +02d31m15s,1.27,0.9999,0.279,Forming,K-Band (IR),PROTO-MATTER,,,585000,13h20m34.0s +13d54m02s,1.44,0.9999,0.317,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,561304,12h37m09.3s -24d45m14s,1.47,0.9999,0.322,Stable,V-Band (Green),MAGNESIUM,,,484348,05h35m27.5s +27d42m51s,4.16,0.9999,0.916,Fuel,UV / Lyman,HYDROGEN,,,698278,06h30m21.3s -15d02m12s,1.31,0.9999,0.288,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,832860,02h07m14.1s -17d09m48s,1.31,0.9999,0.288,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,,,,,,,,,,,,956177258,15h13m36.1s -03d46m58s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,32542,09h41m47.3s +17d10m59s,0.93,0.8355,0.294,Collapse,X-Ray / Gamma,SINGULARITY,,,606522,03h30m39.6s -40d36m31s,2.08,0.7906,0.731,Collapse,X-Ray / Gamma,SINGULARITY,,,248629,23h09m57.4s +04d47m52s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,Sync & Pull Matches,,,,,,,,,,,564314,13h02m06.9s -11d06m35s,1.44,0.9999,0.318,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,489030,07h38m30.4s +00d02m60s,1.29,0.9999,0.284,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,699950,14h59m01.3s +01d24m38s,2.91,0.9999,0.64,Life-Stable,B-Band (Blue),HELIUM/CARBON,,,836873,10h03m09.7s -25d19m21s,0.83,0.9999,0.183,Forming,K-Band (IR),PROTO-MATTER,
,,,,,,,,,,,,959521739,02h04m54.2s -16d49m00s,1.39,0.711,0.606,Collapse,X-Ray / Gamma,SINGULARITY,,,45084,17h48m25.1s +23d18m21s,0.16,0.4501,0.175,Collapse,X-Ray / Gamma,SINGULARITY,,,618227,22h43m55.3s -41d04m38s,0.9,0.9999,0.198,Forming,K-Band (IR),PROTO-MATTER,,,249967,15h15m15.8s +07d33m26s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,197040,06h54m14.6s +30d45m53s,0.79,0.7654,0.296,Collapse,X-Ray / Gamma,SINGULARITY,,,570334,02h03m11.6s -27d10m23s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,496054,02h12m25.0s +29d52m49s,1.49,0.9999,0.328,Stable,V-Band (Green),MAGNESIUM,,,703294,11h25m44.6s -26d42m29s,1.3,0.9999,0.286,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,850920,12h55m18.5s -12d10m24s,1.19,0.9323,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,,,,,,,,,,,,966210702,08h20m30.9s -19d49m25s,0.81,0.9999,0.179,Ghost,Radio / CMB,DARK MATTER,,,60635,02h09m59.9s +24d45m48s,0.83,0.8879,0.231,Collapse,X-Ray / Gamma,SINGULARITY,,,623244,07h33m21.5s -37d39m11s,1.33,0.9999,0.293,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,253980,00h54m49.7s +17d29m22s,1.26,0.9999,0.276,Forming,K-Band (IR),PROTO-MATTER,,,302726,12h47m04.1s +24d24m54s,0.63,0.4398,0.717,Collapse,X-Ray / Gamma,SINGULARITY,,,576355,21h46m02.9s -35d32m50s,0.37,0.763,0.142,Collapse,X-Ray / Gamma,SINGULARITY,,,500736,05h38m29.7s +00d42m09s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,708311,21h47m39.0s -31d27m42s,1.34,0.9999,0.295,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,852926,18h07m01.9s -07d47m42s,1.35,0.9999,0.297,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,,,,,,,,,,,,969555184,05h45m31.4s -03d07m03s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,62642,01h22m13.7s +13d26m25s,0.64,0.8761,0.185,Collapse,X-Ray / Gamma,SINGULARITY,,,628261,14h13m16.1s -26d44m09s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,256656,20h23m44.9s +24d02m49s,0.64,0.8581,0.191,Collapse,X-Ray / Gamma,SINGULARITY,,,445870,12h16m12.0s +41d51m32s,0.37,0.6949,0.166,Collapse,X-Ray / Gamma,SINGULARITY,,,579365,19h56m50.1s -29d37m23s,1.38,0.9999,0.305,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,505418,09h17m49.2s +21d39m51s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,715000,00h13m03.4s -23d31m38s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,854933,23h08m52.4s -21d55m40s,1.39,0.9999,0.305,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,,,,,,,,,,,,972899666,02h23m31.9s -21d54m17s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,64649,00h49m29.5s +23d08m01s,0.1,0.3691,0.159,Collapse,X-Ray / Gamma,SINGULARITY,,,629933,13h40m49.0s -40d27m09s,1.35,0.9999,0.298,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,259331,19h13m20.3s +29d12m01s,1.32,0.9999,0.29,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,,,,,,,,,,580870,21h41m35.6s -14d34m15s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,507759,12h48m06.3s +31d07m57s,0.59,0.8987,0.162,Collapse,X-Ray / Gamma,SINGULARITY,,Sync & Pull Matches,,,,,,,,,,,856940,01h38m35.0s +00d38m01s,0.99,0.9131,0.262,Forming,K-Band (IR),PROTO-MATTER,
,,,,,,,,,,,Sync & Pull Matches,,,,,,,,,,,67659,02h22m57.6s +12d17m42s,0.82,0.8597,0.243,Collapse,X-Ray / Gamma,SINGULARITY,,,631605,06h52m11.3s -15d31m11s,1.29,0.9999,0.283,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,Sync & Pull Matches,,,,,,,,,,,,,,,,,,,,,582375,00h59m14.1s -09d04m38s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,510100,13h05m17.5s +20d01m20s,1.32,0.9999,0.29,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,298612,04h14m55.6s -10d21m01s,0.7,0.7988,0.24,Collapse,X-Ray / Gamma,SINGULARITY,,,864967,17h54m37.0s +01d14m56s,1.34,0.9999,0.295,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,,,,,,,,,,,,310692308,23h45m54.8s -22d32m56s,0.61,0.8721,0.176,Collapse,X-Ray / Gamma,SINGULARITY,,,86221,13h55m09.9s +21d19m32s,0.68,0.8701,0.199,Collapse,X-Ray / Gamma,SINGULARITY,,,634950,15h26m34.4s -40d11m18s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,74716,06h13m14.3s +13d58m05s,0.74,0.8795,0.21,Collapse,X-Ray / Gamma,SINGULARITY,,,,,,,,,,,,,583880,04h58m40.6s -18d27m53s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,511271,19h28m19.6s +10d25m44s,1.28,0.9999,0.281,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,311990,09h05m28.9s -18d14m17s,0.68,0.8249,0.221,Collapse,X-Ray / Gamma,SINGULARITY,,,866973,20h52m58.6s -22d43m41s,1.39,0.9999,0.305,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,,,,,,,,,,,,347481605,08h28m48.2s -17d48m04s,0.81,0.866,0.237,Collapse,X-Ray / Gamma,SINGULARITY,,,88729,17h49m53.5s +17d56m56s,0.89,0.739,0.357,Collapse,X-Ray / Gamma,SINGULARITY,,,636622,18h53m11.8s -27d48m45s,1.4,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,97458,18h02m40.3s +18d32m23s,0.41,0.6314,0.229,Collapse,X-Ray / Gamma,SINGULARITY,,,,,,,,,,,,,586890,10h48m24.7s -40d30m40s,1.45,0.9999,0.318,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,518294,11h59m17.2s +26d32m37s,0.75,0.9999,0.166,Ghost,Radio / CMB,DARK MATTER,,,412324,09h05m19.4s -08d58m47s,0.71,0.859,0.213,Collapse,X-Ray / Gamma,SINGULARITY,,Sync & Pull Matches,,,,,,,,,
,,,,,,,,,,,,424404682,19h35m44.8s -19d17m29s,0.33,0.4923,0.303,Collapse,X-Ray / Gamma,SINGULARITY,,,89231,18h22m13.0s +25d17m28s,0.83,0.7279,0.346,Collapse,X-Ray / Gamma,SINGULARITY,,,643311,22h38m38.1s -12d07m60s,1.45,0.9999,0.319,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,112843,22h32m51.9s +15d27m33s,0.68,0.8608,0.202,Collapse,X-Ray / Gamma,SINGULARITY,,,,,,,,,,,,,589900,09h47m01.5s -16d26m19s,1.37,0.9999,0.301,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,519465,20h41m14.8s +31d19m14s,3.89,0.9999,0.857,Fuel,UV / Lyman,HYDROGEN,,,429047,19h56m04.8s -12d22m40s,0.77,0.7574,0.295,Collapse,X-Ray / Gamma,SINGULARITY,,,315134,13h03m53.9s -15d02m43s,0.62,0.7038,0.273,Collapse,X-Ray / Gamma,SINGULARITY,
,,,,,,,,,,,,521394649,15h13m59.8s -13d41m15s,0.53,0.7311,0.217,Collapse,X-Ray / Gamma,SINGULARITY,,,100268,18h19m37.8s +12d45m24s,0.82,0.955,0.198,Forming,K-Band (IR),PROTO-MATTER,,,648328,16h11m29.4s -23d28m24s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,144950,14h05m43.2s +07d18m06s,0.71,0.9377,0.177,Ghost,Radio / CMB,DARK MATTER,,,,,,,,,,,,,591405,07h21m40.3s -08d36m22s,2.01,0.9999,0.442,Life-Stable,B-Band (Blue),HELIUM/CARBON,,,524147,00h17m41.0s +05d10m18s,1.35,0.9999,0.296,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,526037,00h48m31.9s -17d35m37s,0.8,0.8994,0.217,Collapse,X-Ray / Gamma,SINGULARITY,,,329181,21h03m52.5s -12d41m28s,0.58,0.8936,0.159,Collapse,X-Ray / Gamma,SINGULARITY,
,,,,,,,,,,,,738785953,16h52m47.4s -08d43m06s,0.84,0.8503,0.255,Collapse,X-Ray / Gamma,SINGULARITY,,,103779,00h49m02.4s +12d17m45s,0.72,0.9441,0.177,Ghost,Radio / CMB,DARK MATTER,,Sync & Pull Matches,,,,,,,,,,,186421,12h08m21.6s +05d27m30s,0.71,0.8983,0.193,Collapse,X-Ray / Gamma,SINGULARITY,,,,,,,,,,,,,600435,14h24m04.9s -08d32m14s,0.72,0.9999,0.158,Ghost,Radio / CMB,DARK MATTER,,,527659,18h32m02.2s +04d14m00s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,587910,22h56m33.5s -27d51m14s,0.69,0.8957,0.19,Collapse,X-Ray / Gamma,SINGULARITY,,,333194,21h00m39.3s -14d41m29s,0.64,0.8132,0.212,Collapse,X-Ray / Gamma,SINGULARITY,
,,,,,,,,,,,,849153846,22h54m58.4s -33d04m18s,0.61,0.8624,0.179,Collapse,X-Ray / Gamma,SINGULARITY,,,115318,00h32m37.9s +17d19m59s,0.49,0.8197,0.16,Collapse,X-Ray / Gamma,SINGULARITY,,,158361,13h15m30.8s -26d02m16s,0.76,0.808,0.256,Collapse,X-Ray / Gamma,SINGULARITY,,,203144,01h37m55.1s +02d23m23s,0.89,0.8267,0.285,Collapse,X-Ray / Gamma,SINGULARITY,,,,,,,,,,,,,603445,19h20m51.6s -29d32m26s,0.24,0.4974,0.214,Collapse,X-Ray / Gamma,SINGULARITY,,,530000,01h52m14.0s +23d20m26s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,616338,13h59m48.4s -28d11m10s,0.92,0.8955,0.252,Collapse,X-Ray / Gamma,SINGULARITY,,,347241,05h08m04.5s -11d31m12s,0.6,0.8401,0.188,Collapse,X-Ray / Gamma,SINGULARITY,
