--- SYSTEM REDIRECT ACTIVE: ALL SCANS WILL BE SAVED ---
--- IMAGE REDIRECT ACTIVE ---
--- INITIATING DEEP DRILL SCAN ---
Target: RA 17.761, DEC -29.008
Volume: 26000 to 26000.1 XYZ

XYZ      | Coordinate             | PULL   | Sync   | m      | Stab.         | Band            | IDENTITY
1354     | 07h50m05.9s -04d38m07s | 1.22   | 0.9999 | 0.268  | Forming       | K-Band (IR)     | PROTO-MATTER
1354     | 07h53m05.8s -04d40m56s | 1.10   | 0.9297 | 0.281  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1354     | 07h56m05.7s -04d43m47s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1354     | 08h20m02.6s -05d08m02s | 0.95   | 0.9999 | 0.210  | Forming       | K-Band (IR)     | PROTO-MATTER
1355     | 08h28m55.7s -05d17m47s | 1.42   | 0.9999 | 0.312  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1355     | 08h34m48.0s -05d24m29s | 1.45   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1355     | 08h49m13.7s -05d41m53s | 1.04   | 0.9999 | 0.228  | Forming       | K-Band (IR)     | PROTO-MATTER
1356     | 09h00m26.4s -05d56m30s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1356     | 09h05m54.7s -06d04m02s | 1.44   | 0.9999 | 0.317  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1356     | 09h11m16.8s -06d11m42s | 1.31   | 0.9999 | 0.288  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1356     | 09h13m55.4s -06d15m36s | 1.40   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1356     | 09h16m32.3s -06d19m32s | 1.61   | 0.9999 | 0.354  | Stable        | V-Band (Green)  | MAGNESIUM
1356     | 09h19m07.4s -06d23m30s | 1.38   | 0.9999 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1356     | 09h21m40.6s -06d27m30s | 1.34   | 0.9999 | 0.295  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1356     | 09h26m41.2s -06d35m36s | 1.39   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1356     | 09h29m08.4s -06d39m43s | 0.78   | 0.9999 | 0.172  | Ghost         | Radio / CMB     | DARK MATTER
1357     | 09h40m51.2s -07d00m47s | 1.44   | 0.9999 | 0.317  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1357     | 09h47m24.0s -07d13m50s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1357     | 09h51m32.8s -07d22m42s | 3.13   | 0.8258 | 1.011  | Collapse      | X-Ray / Gamma   | SINGULARITY
1358     | 10h01m05.2s -07d45m26s | 1.00   | 0.9999 | 0.221  | Forming       | K-Band (IR)     | PROTO-MATTER
1358     | 10h07m48.5s -08d04m12s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1358     | 10h12m16.6s -08d18m37s | 1.28   | 0.9999 | 0.282  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1358     | 10h16m13.7s -08d33m17s | 1.23   | 0.9999 | 0.271  | Forming       | K-Band (IR)     | PROTO-MATTER
1359     | 10h17m25.6s -08d38m14s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1359     | 10h21m36.2s -08d58m19s | 1.29   | 0.9999 | 0.283  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1359     | 10h23m18.7s -09d08m31s | 1.32   | 0.9999 | 0.291  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1359     | 10h25m22.8s -09d24m02s | 1.86   | 0.9999 | 0.409  | High-Tension  | B/V (Violet)    | CALCIUM
1360     | 10h27m52.3s -10d11m59s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1360     | 10h27m47.5s -10d17m26s | 0.88   | 0.9999 | 0.193  | Forming       | K-Band (IR)     | PROTO-MATTER
1360     | 10h27m24.7s -10d28m24s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1360     | 10h27m06.6s -10d33m55s | 1.31   | 0.9999 | 0.288  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1360     | 10h26m44.1s -10d39m27s | 1.33   | 0.9999 | 0.293  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1361     | 10h22m53.8s -11d13m08s | 1.72   | 0.9999 | 0.378  | High-Tension  | B/V (Violet)    | CALCIUM
1361     | 10h18m48.3s -11d35m59s | 1.37   | 0.9999 | 0.301  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1361     | 10h14m55.3s -11d53m19s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1362     | 10h10m20.2s -12d10m49s | 1.40   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1362     | 10h05m02.9s -12d28m27s | 0.83   | 0.6859 | 0.387  | Collapse      | X-Ray / Gamma   | SINGULARITY
1362     | 10h01m08.0s -12d40m17s | 1.01   | 0.8445 | 0.312  | Collapse      | X-Ray / Gamma   | SINGULARITY
1362     | 09h59m03.5s -12d46m14s | 1.33   | 0.9999 | 0.294  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1362     | 09h54m40.6s -12d58m09s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1362     | 09h49m59.1s -13d10m07s | 2.82   | 0.9999 | 0.621  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
1363     | 09h47m31.4s -13d16m07s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1363     | 09h42m22.3s -13d28m10s | 0.77   | 0.9791 | 0.177  | Ghost         | Radio / CMB     | DARK MATTER
1363     | 09h34m04.4s -13d46m19s | 1.34   | 0.9999 | 0.294  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1363     | 09h21m57.7s -14d10m40s | 1.32   | 0.9999 | 0.290  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1363     | 09h15m27.8s -14d22m53s | 1.43   | 0.9999 | 0.315  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1364     | 09h12m06.4s -14d29m00s | 0.48   | 0.7083 | 0.210  | Collapse      | X-Ray / Gamma   | SINGULARITY
1364     | 08h57m58.1s -14d53m34s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1364     | 08h50m28.9s -15d05m53s | 1.41   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1364     | 08h46m38.2s -15d12m03s | 1.44   | 0.9999 | 0.317  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1365     | 08h04m38.2s -16d13m51s | 1.82   | 0.9999 | 0.401  | High-Tension  | B/V (Violet)    | CALCIUM
1365     | 07h46m09.3s -16d38m36s | 1.36   | 0.9825 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1366     | 07h16m49.8s -17d15m39s | 1.00   | 0.9999 | 0.220  | Forming       | K-Band (IR)     | PROTO-MATTER
1366     | 07h06m39.9s -17d27m59s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1366     | 06h56m19.2s -17d40m17s | 1.34   | 0.9999 | 0.295  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1366     | 06h45m48.3s -17d52m33s | 0.71   | 0.8401 | 0.221  | Collapse      | X-Ray / Gamma   | SINGULARITY
1366     | 06h29m44.4s -18d10m55s | 0.52   | 0.9162 | 0.136  | Ghost         | Radio / CMB     | DARK MATTER
1366     | 06h24m18.7s -18d17m01s | 2.09   | 0.9999 | 0.460  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
1367     | 05h45m26.0s -18d59m28s | 1.33   | 0.9999 | 0.293  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1367     | 05h39m46.3s -19d05m29s | 0.85   | 0.8543 | 0.256  | Collapse      | X-Ray / Gamma   | SINGULARITY
1367     | 05h28m22.8s -19d17m30s | 1.48   | 0.9999 | 0.325  | Stable        | V-Band (Green)  | MAGNESIUM
1367     | 05h22m39.3s -19d23m28s | 1.28   | 0.9999 | 0.283  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1367     | 05h16m54.7s -19d29m26s | 1.30   | 0.9999 | 0.285  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1368     | 05h11m09.1s -19d35m24s | 1.39   | 0.9999 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1368     | 04h47m58.7s -19d59m03s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)

[SYSTEM] Results additionally saved to scan_results_log.txt
--- INITIATING DEEP DRILL SCAN ---
Target: RA 18.312, DEC -13.842
Volume: 7000 to 7070 XYZ

XYZ      | Coordinate             | PULL   | Sync   | m      | Stab.         | Band            | IDENTITY
----------------------------------------------------------------------------------------------------------------------
7000     | 20h53m56.8s -12d26m37s | 2.66   | 0.9999 | 0.585  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
7000     | 20h54m15.8s -12d26m10s | 1.30   | 0.9999 | 0.286  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7000     | 20h54m44.6s -12d25m50s | 1.28   | 0.9999 | 0.281  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7002     | 20h59m38.9s -12d25m55s | 1.42   | 0.9999 | 0.312  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7002     | 21h04m38.4s -12d27m23s | 1.69   | 0.9999 | 0.372  | High-Tension  | B/V (Violet)    | CALCIUM
7003     | 21h11m09.3s -12d29m58s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7005     | 21h31m52.0s -12d40m24s | 1.51   | 0.9999 | 0.331  | Stable        | V-Band (Green)  | MAGNESIUM
7006     | 21h58m48.4s -12d57m06s | 1.13   | 0.7883 | 0.401  | Collapse      | X-Ray / Gamma   | SINGULARITY
7007     | 22h11m36.1s -13d06m11s | 4.52   | 0.9999 | 0.994  | Fuel          | UV / Lyman      | HYDROGEN
7007     | 22h15m57.8s -13d09m28s | 1.39   | 0.9999 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7009     | 22h55m13.3s -13d44m29s | 4.54   | 0.9999 | 0.998  | Fuel          | UV / Lyman      | HYDROGEN
7010     | 23h07m23.6s -13d58m16s | 1.18   | 0.7838 | 0.421  | Collapse      | X-Ray / Gamma   | SINGULARITY
7010     | 23h11m14.7s -14d03m05s | 0.68   | 0.7988 | 0.234  | Collapse      | X-Ray / Gamma   | SINGULARITY
7011     | 23h25m18.7s -14d23m25s | 0.76   | 0.9999 | 0.167  | Ghost         | Radio / CMB     | DARK MATTER
7012     | 23h31m22.8s -14d34m12s | 0.72   | 0.8550 | 0.216  | Collapse      | X-Ray / Gamma   | SINGULARITY
7012     | 23h34m08.2s -14d39m44s | 1.31   | 0.9999 | 0.287  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7013     | 23h41m10.0s -14d56m53s | 0.60   | 0.8952 | 0.164  | Collapse      | X-Ray / Gamma   | SINGULARITY
7013     | 23h43m04.0s -15d02m46s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7013     | 23h46m09.1s -15d14m49s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7014     | 23h48m52.5s -15d33m27s | 3.07   | 0.9999 | 0.675  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
7014     | 23h49m14.9s -15d39m48s | 1.42   | 0.9999 | 0.312  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7015     | 23h49m20.8s -15d46m13s | 1.07   | 0.8790 | 0.304  | Collapse      | X-Ray / Gamma   | SINGULARITY
7016     | 23h39m47.8s -16d39m37s | 1.25   | 0.9999 | 0.275  | Forming       | K-Band (IR)     | PROTO-MATTER
7019     | 23h02m07.8s -17d49m31s | 0.74   | 0.5484 | 0.539  | Collapse      | X-Ray / Gamma   | SINGULARITY
7019     | 22h51m29.6s -18d03m38s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7019     | 22h45m50.4s -18d10m41s | 0.66   | 0.9249 | 0.170  | Ghost         | Radio / CMB     | DARK MATTER
7020     | 22h39m58.5s -18d17m43s | 1.40   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7021     | 22h14m38.9s -18d45m39s | 1.41   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7021     | 22h01m02.6s -18d59m27s | 0.91   | 0.9999 | 0.200  | Forming       | K-Band (IR)     | PROTO-MATTER
7022     | 21h32m31.7s -19d26m34s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7022     | 21h25m13.1s -19d33m12s | 1.30   | 0.9999 | 0.286  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7023     | 20h48m24.7s -20d05m27s | 1.31   | 0.9999 | 0.288  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7024     | 20h41m07.3s -20d11m41s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7025     | 20h12m46.9s -20d35m42s | 1.30   | 0.9999 | 0.287  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7025     | 20h05m59.5s -20d41m28s | 0.54   | 0.8070 | 0.181  | Collapse      | X-Ray / Gamma   | SINGULARITY
7025     | 19h52m53.4s -20d52m41s | 2.35   | 0.8985 | 0.640  | Collapse      | X-Ray / Gamma   | SINGULARITY
7026     | 19h46m36.7s -20d58m07s | 1.27   | 0.9804 | 0.290  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7026     | 19h40m32.3s -21d03m26s | 1.63   | 0.9999 | 0.358  | Stable        | V-Band (Green)  | MAGNESIUM
7026     | 19h29m04.3s -21d13m43s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7027     | 19h18m37.0s -21d23m30s | 0.69   | 0.7204 | 0.294  | Collapse      | X-Ray / Gamma   | SINGULARITY
7028     | 19h01m13.5s -21d41m23s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7028     | 18h54m30.3s -21d49m26s | 2.82   | 0.9999 | 0.621  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
7029     | 18h43m18.6s -22d09m44s | 1.34   | 0.9999 | 0.295  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7030     | 18h42m47.7s -22d15m07s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7030     | 18h43m58.0s -22d19m46s | 1.22   | 0.9999 | 0.268  | Forming       | K-Band (IR)     | PROTO-MATTER
7032     | 18h57m45.6s -22d29m07s | 1.42   | 0.9999 | 0.312  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7033     | 19h10m22.9s -22d31m04s | 1.44   | 0.9999 | 0.317  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7033     | 19h15m24.5s -22d31m17s | 0.91   | 0.9999 | 0.201  | Forming       | K-Band (IR)     | PROTO-MATTER
7033     | 19h20m50.0s -22d31m18s | 1.29   | 0.9999 | 0.283  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7033     | 19h26m38.9s -22d31m06s | 1.43   | 0.9999 | 0.314  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7035     | 20h17m20.3s -22d23m31s | 1.36   | 0.9999 | 0.298  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7035     | 20h25m50.8s -22d21m32s | 0.90   | 0.9999 | 0.199  | Forming       | K-Band (IR)     | PROTO-MATTER
7036     | 21h02m24.0s -22d11m16s | 0.82   | 0.9999 | 0.180  | Ghost         | Radio / CMB     | DARK MATTER
7037     | 21h31m55.9s -22d01m08s | 1.28   | 0.9999 | 0.281  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7037     | 22h02m39.4s -21d48m53s | 1.26   | 0.9999 | 0.277  | Forming       | K-Band (IR)     | PROTO-MATTER
7038     | 22h23m30.3s -21d39m31s | 1.42   | 0.9999 | 0.312  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7038     | 22h33m58.2s -21d34m30s | 1.32   | 0.9999 | 0.291  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7038     | 22h44m25.8s -21d29m14s | 0.71   | 0.9611 | 0.170  | Ghost         | Radio / CMB     | DARK MATTER
7040     | 23h45m44.9s -20d52m42s | 0.98   | 0.9999 | 0.215  | Forming       | K-Band (IR)     | PROTO-MATTER
7041     | 00h14m24.1s -20d31m17s | 0.72   | 0.8994 | 0.197  | Collapse      | X-Ray / Gamma   | SINGULARITY
7041     | 00h32m19.8s -20d15m52s | 1.69   | 0.8191 | 0.555  | Collapse      | X-Ray / Gamma   | SINGULARITY
7041     | 00h49m06.3s -19d59m33s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7042     | 01h11m44.2s -19d33m25s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7043     | 01h36m21.6s -18d55m32s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7044     | 01h53m37.9s -18d14m20s | 1.40   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7044     | 01h56m41.7s -18d03m32s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7044     | 01h59m13.8s -17d52m33s | 1.71   | 0.9999 | 0.376  | High-Tension  | B/V (Violet)    | CALCIUM
7045     | 02h01m13.8s -17d41m22s | 1.45   | 0.9999 | 0.319  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7045     | 02h02m41.1s -17d29m60s | 1.37   | 0.9999 | 0.301  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7047     | 01h54m03.7s -15d52m43s | 1.71   | 0.9999 | 0.376  | High-Tension  | B/V (Violet)    | CALCIUM
7047     | 01h50m25.3s -15d39m49s | 1.44   | 0.9999 | 0.316  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7049     | 00h53m11.4s -13d37m34s | 1.15   | 0.9999 | 0.254  | Forming       | K-Band (IR)     | PROTO-MATTER
7050     | 00h34m57.7s -13d09m05s | 1.41   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7050     | 00h14m59.4s -12d40m12s | 1.37   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7051     | 23h53m25.9s -12d10m59s | 1.43   | 0.9999 | 0.314  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7051     | 23h42m06.6s -11d56m15s | 1.32   | 0.9999 | 0.290  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7052     | 23h06m15.3s -11d11m39s | 1.03   | 0.9999 | 0.226  | Forming       | K-Band (IR)     | PROTO-MATTER
7052     | 22h53m45.3s -10d56m40s | 0.75   | 0.9999 | 0.166  | Ghost         | Radio / CMB     | DARK MATTER
7052     | 22h41m01.5s -10d41m39s | 1.34   | 0.9999 | 0.295  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7052     | 22h14m58.8s -10d11m27s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7054     | 20h54m14.5s -08d40m20s | 1.32   | 0.9999 | 0.291  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7055     | 20h13m53.0s -07d54m45s | 1.29   | 0.9999 | 0.285  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7056     | 18h57m17.8s -06d24m23s | 1.41   | 0.9999 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7056     | 18h45m25.1s -06d09m30s | 1.55   | 0.9999 | 0.342  | Stable        | V-Band (Green)  | MAGNESIUM
7057     | 17h51m33.4s -04d56m12s | 0.70   | 0.9999 | 0.153  | Ghost         | Radio / CMB     | DARK MATTER
7058     | 17h42m04.6s -04d41m49s | 0.82   | 0.7881 | 0.291  | Collapse      | X-Ray / Gamma   | SINGULARITY
7058     | 17h24m36.4s -04d13m22s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7058     | 17h16m39.7s -03d59m19s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7059     | 17h09m16.5s -03d45m24s | 1.33   | 0.9999 | 0.293  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7059     | 17h02m27.8s -03d31m36s | 1.44   | 0.9999 | 0.317  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7059     | 16h56m14.8s -03d17m57s | 1.42   | 0.9999 | 0.312  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7059     | 16h50m38.7s -03d04m26s | 0.51   | 0.7897 | 0.179  | Collapse      | X-Ray / Gamma   | SINGULARITY
7060     | 16h32m21.3s -01d59m15s | 1.41   | 0.9999 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7061     | 16h29m48.1s -01d34m24s | 6.62   | 0.9999 | 1.457  | Fuel          | UV / Lyman      | HYDROGEN
7061     | 16h30m04.2s -01d10m19s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7062     | 16h33m11.5s +00d47m03s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7063     | 16h43m14.2s +00d13m48s | 1.43   | 0.9999 | 0.316  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7063     | 16h59m37.7s +00d17m21s | 1.04   | 0.9999 | 0.228  | Forming       | K-Band (IR)     | PROTO-MATTER
7064     | 17h13m58.9s +00d36m52s | 1.41   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7064     | 17h22m09.2s +00d46m15s | 1.41   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7064     | 17h40m24.8s +01d04m11s | 0.37   | 0.6813 | 0.176  | Collapse      | X-Ray / Gamma   | SINGULARITY
7065     | 18h24m06.3s +01d36m43s | 1.44   | 0.9999 | 0.317  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7066     | 18h36m24.2s +01d44m07s | 2.23   | 0.9999 | 0.490  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
7066     | 19h02m28.9s +01d58m01s | 1.32   | 0.9798 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7067     | 20h30m35.7s +02d32m08s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7068     | 21h02m26.5s +02d40m53s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7068     | 21h35m05.1s +02d48m15s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7069     | 21h51m37.0s +02d51m25s | 1.28   | 0.9999 | 0.281  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7069     | 22h24m55.2s +02d56m42s | 0.80   | 0.9999 | 0.177  | Ghost         | Radio / CMB     | DARK MATTER
7070     | 23h14m55.2s +03d01m55s | 1.39   | 0.9999 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7070     | 23h31m27.1s +03d02m56s | 1.31   | 0.9999 | 0.288  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)

[SYSTEM] Results additionally saved to scan_results_log.txt
--- INITIATING DEEP DRILL SCAN ---
Target: RA 10.749, DEC -59.684
Volume: 8500 to 8730 XYZ

XYZ      | Coordinate             | PULL   | Sync   | m      | Stab.         | Band            | IDENTITY
----------------------------------------------------------------------------------------------------------------------
8500     | 14h36m39.9s -59d22m32s | 1.34   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
8503     | 14h05m41.8s -59d53m05s | 1.34   | 0.9999 | 0.295  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
8505     | 13h56m06.0s -60d10m25s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
8506     | 13h52m12.8s -60d28m45s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
8507     | 13h52m40.0s -60d38m11s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
8508     | 13h54m46.6s -60d47m45s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
8509     | 14h03m55.1s -61d07m04s | 0.74   | 0.7397 | 0.299  | Collapse      | X-Ray / Gamma   | SINGULARITY
8512     | 14h39m10.1s -61d45m07s | 0.57   | 0.8556 | 0.171  | Collapse      | X-Ray / Gamma   | SINGULARITY
8515     | 15h26m37.6s -62d19m37s | 0.97   | 0.9999 | 0.214  | Forming       | K-Band (IR)     | PROTO-MATTER
8517     | 15h49m33.2s -62d34m32s | 1.39   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
8518     | 15h59m47.4s -62d41m14s | 0.46   | 0.7685 | 0.170  | Collapse      | X-Ray / Gamma   | SINGULARITY
8519     | 16h16m27.4s -62d52m53s | 0.53   | 0.7668 | 0.197  | Collapse      | X-Ray / Gamma   | SINGULARITY
8520     | 16h22m25.0s -62d57m44s | 0.72   | 0.9999 | 0.158  | Ghost         | Radio / CMB     | DARK MATTER
8521     | 16h26m32.3s -63d01m54s | 1.40   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
8522     | 16h28m40.7s -63d05m19s | 1.39   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
8522     | 16h28m44.3s -63d07m58s | 1.30   | 0.9999 | 0.286  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
8523     | 16h26m40.3s -63d09m49s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
8525     | 16h16m13.4s -63d10m58s | 1.39   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
8526     | 15h57m59.0s -63d08m36s | 1.30   | 0.9999 | 0.286  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
8527     | 15h46m21.9s -63d06m02s | 0.78   | 0.9999 | 0.172  | Ghost         | Radio / CMB     | DARK MATTER
